dataset,dataset_spec,dataset_meta,arm,arm_index_bytes,arm_build_seconds,ext_stats,qid,family,sql,target_selectivity,true_rows,n_rows,params,achieved_selectivity,exec_ms_median,exec_ms_min,exec_ms_max,exec_ms_mean,exec_ms_stdev,runs,access_path,indexes_used,node_types,est_rows,actual_rows,total_cost,shared_hit,shared_read,planning_time_ms,scale,zipf_s,dep_strength,physical_corr,selectivity,variant,best_arm,best_ms,best_access_path,best_indexes,regret,q_error,direction,ms_lost,reliable,misselected
dep075,"{'name': 'dep075', 'n_rows': 1000000, 'zipf_s': 0.0, 'dep_strength': 0.75, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.001156132587174843, 'pg_stats': {'heap_bytes': 117178368, 'total_bytes': 117235712, 'reltuples': 1000000.0, 'columns': {'k_uniform': {'n_distinct': 10023.0, 'correlation': 0.0011822934}, 'k_skew': {'n_distinct': 9979.0, 'correlation': 0.0009919689}, 'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'a': {'n_distinct': 100.0, 'correlation': 0.011121137}, 'b': {'n_distinct': 100.0, 'correlation': 0.0064001177}, 'ts': {'n_distinct': -0.984906, 'correlation': 0.008992219}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0055873725}}}}",all,"{'ix_dep075_btree_skew': 7143424, 'ix_dep075_hash_skew': 35766272, 'ix_dep075_brin_skew': 24576, 'ix_dep075_a': 7004160, 'ix_dep075_b': 7004160, 'ix_dep075_ab': 7184384, 'ix_dep075_btree_ts': 22478848, 'ix_dep075_brin_ts': 24576}",3.1627423999998427,False,conj_indep_a33,conj,SELECT * FROM t_dep075 WHERE a = 33 AND b = 90,,27,1000000,"{'a': 33, 'b': 90, 'variant': 'independent'}",2.7e-05,0.019000000000000003,0.015,0.028,0.02033333333333333,0.005278888771954441,"[0.028, 0.021, 0.017, 0.015, 0.025, 0.016]",bitmapscan,ix_dep075_ab,"['Bitmap Heap Scan', 'Bitmap Index Scan']",102.0,27.0,389.16,30,0,0.048,1m,0.0,0.75,0.0,2.7e-05,independent,btree_ab_composite,0.017,bitmapscan,ix_dep075,1.1176470588235294,3.7777777777777777,over,0.0020000000000000018,False,False
dep075,"{'name': 'dep075', 'n_rows': 1000000, 'zipf_s': 0.0, 'dep_strength': 0.75, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.001156132587174843, 'pg_stats': {'heap_bytes': 117178368, 'total_bytes': 117235712, 'reltuples': 1000000.0, 'columns': {'k_uniform': {'n_distinct': 10023.0, 'correlation': 0.0011822934}, 'k_skew': {'n_distinct': 9979.0, 'correlation': 0.0009919689}, 'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'a': {'n_distinct': 100.0, 'correlation': 0.011121137}, 'b': {'n_distinct': 100.0, 'correlation': 0.0064001177}, 'ts': {'n_distinct': -0.984906, 'correlation': 0.008992219}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0055873725}}}}",all,"{'ix_dep075_btree_skew': 7143424, 'ix_dep075_hash_skew': 35766272, 'ix_dep075_brin_skew': 24576, 'ix_dep075_a': 7004160, 'ix_dep075_b': 7004160, 'ix_dep075_ab': 7184384, 'ix_dep075_btree_ts': 22478848, 'ix_dep075_brin_ts': 24576}",3.1627423999998427,False,conj_dep_a57,conj,SELECT * FROM t_dep075 WHERE a = 57 AND b = 84,,7608,1000000,"{'a': 57, 'b': 84, 'variant': 'dependent'}",0.007608,2.841,2.53,3.143,2.825833333333333,0.2282405894372573,"[3.143, 2.941, 2.741, 2.53, 2.641, 2.959]",bitmapscan,ix_dep075_ab,"['Bitmap Heap Scan', 'Bitmap Index Scan']",99.0,7608.0,378.22,5973,0,0.042,1m,0.0,0.75,0.0,0.007608,dependent,btree_ab_composite,2.9545000000000003,bitmapscan,ix_dep075,0.9615840243696057,76.84848484848484,under,-0.11350000000000016,True,False
dep075,"{'name': 'dep075', 'n_rows': 1000000, 'zipf_s': 0.0, 'dep_strength': 0.75, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.001156132587174843, 'pg_stats': {'heap_bytes': 117178368, 'total_bytes': 117235712, 'reltuples': 1000000.0, 'columns': {'k_uniform': {'n_distinct': 10023.0, 'correlation': 0.0011822934}, 'k_skew': {'n_distinct': 9979.0, 'correlation': 0.0009919689}, 'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'a': {'n_distinct': 100.0, 'correlation': 0.011121137}, 'b': {'n_distinct': 100.0, 'correlation': 0.0064001177}, 'ts': {'n_distinct': -0.984906, 'correlation': 0.008992219}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0055873725}}}}",all,"{'ix_dep075_btree_skew': 7143424, 'ix_dep075_hash_skew': 35766272, 'ix_dep075_brin_skew': 24576, 'ix_dep075_a': 7004160, 'ix_dep075_b': 7004160, 'ix_dep075_ab': 7184384, 'ix_dep075_btree_ts': 22478848, 'ix_dep075_brin_ts': 24576}",3.1627423999998427,False,conj_indep_a57,conj,SELECT * FROM t_dep075 WHERE a = 57 AND b = 34,,27,1000000,"{'a': 57, 'b': 34, 'variant': 'independent'}",2.7e-05,0.015,0.014,0.029,0.017499999999999998,0.0058566201857385295,"[0.029, 0.018, 0.016, 0.014, 0.014, 0.014]",bitmapscan,ix_dep075_ab,"['Bitmap Heap Scan', 'Bitmap Index Scan']",90.0,27.0,345.28,30,0,0.053,1m,0.0,0.75,0.0,2.7e-05,independent,btree_ab_composite,0.016,bitmapscan,ix_dep075,0.9375,3.3333333333333335,over,-0.0010000000000000009,False,False
dep075,"{'name': 'dep075', 'n_rows': 1000000, 'zipf_s': 0.0, 'dep_strength': 0.75, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.001156132587174843, 'pg_stats': {'heap_bytes': 117178368, 'total_bytes': 117235712, 'reltuples': 1000000.0, 'columns': {'k_uniform': {'n_distinct': 10023.0, 'correlation': 0.0011822934}, 'k_skew': {'n_distinct': 9979.0, 'correlation': 0.0009919689}, 'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'a': {'n_distinct': 100.0, 'correlation': 0.011121137}, 'b': {'n_distinct': 100.0, 'correlation': 0.0064001177}, 'ts': {'n_distinct': -0.984906, 'correlation': 0.008992219}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0055873725}}}}",all,"{'ix_dep075_btree_skew': 7143424, 'ix_dep075_hash_skew': 35766272, 'ix_dep075_brin_skew': 24576, 'ix_dep075_a': 7004160, 'ix_dep075_b': 7004160, 'ix_dep075_ab': 7184384, 'ix_dep075_btree_ts': 22478848, 'ix_dep075_brin_ts': 24576}",3.1627423999998427,False,conj_dep_a75,conj,SELECT * FROM t_dep075 WHERE a = 75 AND b = 42,,7527,1000000,"{'a': 75, 'b': 42, 'variant': 'dependent'}",0.007527,2.8085,2.636,2.895,2.7953333333333332,0.09648350463507571,"[2.865, 2.895, 2.76, 2.759, 2.636, 2.857]",bitmapscan,ix_dep075_ab,"['Bitmap Heap Scan', 'Bitmap Index Scan']",111.0,7527.0,421.89,5877,0,0.042,1m,0.0,0.75,0.0,0.007527,dependent,btree_ab_composite,3.007,bitmapscan,ix_dep075,0.9339873628200864,67.8108108108108,under,-0.19850000000000012,True,False
dep075,"{'name': 'dep075', 'n_rows': 1000000, 'zipf_s': 0.0, 'dep_strength': 0.75, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.001156132587174843, 'pg_stats': {'heap_bytes': 117178368, 'total_bytes': 117235712, 'reltuples': 1000000.0, 'columns': {'k_uniform': {'n_distinct': 10023.0, 'correlation': 0.0011822934}, 'k_skew': {'n_distinct': 9979.0, 'correlation': 0.0009919689}, 'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'a': {'n_distinct': 100.0, 'correlation': 0.011121137}, 'b': {'n_distinct': 100.0, 'correlation': 0.0064001177}, 'ts': {'n_distinct': -0.984906, 'correlation': 0.008992219}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0055873725}}}}",all,"{'ix_dep075_btree_skew': 7143424, 'ix_dep075_hash_skew': 35766272, 'ix_dep075_brin_skew': 24576, 'ix_dep075_a': 7004160, 'ix_dep075_b': 7004160, 'ix_dep075_ab': 7184384, 'ix_dep075_btree_ts': 22478848, 'ix_dep075_brin_ts': 24576}",3.1627423999998427,False,conj_indep_a75,conj,SELECT * FROM t_dep075 WHERE a = 75 AND b = 92,,26,1000000,"{'a': 75, 'b': 92, 'variant': 'independent'}",2.6e-05,0.023,0.017,0.04,0.024999999999999998,0.008366600265340756,"[0.04, 0.025, 0.019, 0.017, 0.028, 0.021]",bitmapscan,ix_dep075_ab,"['Bitmap Heap Scan', 'Bitmap Index Scan']",111.0,26.0,421.89,29,0,0.055,1m,0.0,0.75,0.0,2.6e-05,independent,btree_ab_composite,0.016,bitmapscan,ix_dep075,1.4375,4.269230769230769,over,0.006999999999999999,False,True
dep075,"{'name': 'dep075', 'n_rows': 1000000, 'zipf_s': 0.0, 'dep_strength': 0.75, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.001156132587174843, 'pg_stats': {'heap_bytes': 117178368, 'total_bytes': 117235712, 'reltuples': 1000000.0, 'columns': {'k_uniform': {'n_distinct': 10023.0, 'correlation': 0.0011822934}, 'k_skew': {'n_distinct': 9979.0, 'correlation': 0.0009919689}, 'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'a': {'n_distinct': 100.0, 'correlation': 0.011121137}, 'b': {'n_distinct': 100.0, 'correlation': 0.0064001177}, 'ts': {'n_distinct': -0.984906, 'correlation': 0.008992219}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0055873725}}}}",all,"{'ix_dep075_btree_skew': 7143424, 'ix_dep075_hash_skew': 35766272, 'ix_dep075_brin_skew': 24576, 'ix_dep075_a': 7004160, 'ix_dep075_b': 7004160, 'ix_dep075_ab': 7184384, 'ix_dep075_btree_ts': 22478848, 'ix_dep075_brin_ts': 24576}",3.543526800000109,True,conj_dep_a5,conj,SELECT * FROM t_dep075 WHERE a = 5 AND b = 72,,7513,1000000,"{'a': 5, 'b': 72, 'variant': 'dependent'}",0.007513,4.9585,4.093,5.471,4.878833333333334,0.5163391972983135,"[5.471, 4.754, 5.262, 4.53, 4.093, 5.163]",bitmapscan,"ix_dep075_a,ix_dep075_b","['Bitmap Heap Scan', 'Bitmap Index Scan', 'Bitmap Index Scan']",7633.0,7513.0,616.49,5892,0,0.096,1m,0.0,0.75,0.0,0.007513,dependent,btree_ab_composite,2.8455,bitmapscan,ix_dep075,1.7425759971885433,1.0159723146545987,accurate,2.113,True,True
dep075,"{'name': 'dep075', 'n_rows': 1000000, 'zipf_s': 0.0, 'dep_strength': 0.75, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.001156132587174843, 'pg_stats': {'heap_bytes': 117178368, 'total_bytes': 117235712, 'reltuples': 1000000.0, 'columns': {'k_uniform': {'n_distinct': 10023.0, 'correlation': 0.0011822934}, 'k_skew': {'n_distinct': 9979.0, 'correlation': 0.0009919689}, 'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'a': {'n_distinct': 100.0, 'correlation': 0.011121137}, 'b': {'n_distinct': 100.0, 'correlation': 0.0064001177}, 'ts': {'n_distinct': -0.984906, 'correlation': 0.008992219}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0055873725}}}}",all,"{'ix_dep075_btree_skew': 7143424, 'ix_dep075_hash_skew': 35766272, 'ix_dep075_brin_skew': 24576, 'ix_dep075_a': 7004160, 'ix_dep075_b': 7004160, 'ix_dep075_ab': 7184384, 'ix_dep075_btree_ts': 22478848, 'ix_dep075_brin_ts': 24576}",3.543526800000109,True,conj_indep_a5,conj,SELECT * FROM t_dep075 WHERE a = 5 AND b = 22,,30,1000000,"{'a': 5, 'b': 22, 'variant': 'independent'}",3e-05,0.018000000000000002,0.016,0.039,0.022833333333333334,0.009537644712750976,"[0.03, 0.019, 0.017, 0.039, 0.016, 0.016]",bitmapscan,ix_dep075_ab,"['Bitmap Heap Scan', 'Bitmap Index Scan']",104.0,30.0,396.45,33,0,0.068,1m,0.0,0.75,0.0,3e-05,independent,btree_ab_composite,0.019,bitmapscan,ix_dep075,0.9473684210526317,3.466666666666667,over,-0.0009999999999999974,False,False
dep075,"{'name': 'dep075', 'n_rows': 1000000, 'zipf_s': 0.0, 'dep_strength': 0.75, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.001156132587174843, 'pg_stats': {'heap_bytes': 117178368, 'total_bytes': 117235712, 'reltuples': 1000000.0, 'columns': {'k_uniform': {'n_distinct': 10023.0, 'correlation': 0.0011822934}, 'k_skew': {'n_distinct': 9979.0, 'correlation': 0.0009919689}, 'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'a': {'n_distinct': 100.0, 'correlation': 0.011121137}, 'b': {'n_distinct': 100.0, 'correlation': 0.0064001177}, 'ts': {'n_distinct': -0.984906, 'correlation': 0.008992219}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0055873725}}}}",all,"{'ix_dep075_btree_skew': 7143424, 'ix_dep075_hash_skew': 35766272, 'ix_dep075_brin_skew': 24576, 'ix_dep075_a': 7004160, 'ix_dep075_b': 7004160, 'ix_dep075_ab': 7184384, 'ix_dep075_btree_ts': 22478848, 'ix_dep075_brin_ts': 24576}",3.543526800000109,True,conj_dep_a6,conj,SELECT * FROM t_dep075 WHERE a = 6 AND b = 3,,7246,1000000,"{'a': 6, 'b': 3, 'variant': 'dependent'}",0.007246,4.0135,3.764,5.037,4.208333333333333,0.5152174945269878,"[4.636, 4.068, 3.959, 5.037, 3.764, 3.786]",bitmapscan,"ix_dep075_a,ix_dep075_b","['Bitmap Heap Scan', 'Bitmap Index Scan', 'Bitmap Index Scan']",7333.0,7246.0,598.79,5706,0,0.071,1m,0.0,0.75,0.0,0.007246,dependent,btree_ab_composite,2.581,bitmapscan,ix_dep075,1.5550174351026733,1.0120066243444659,accurate,1.4324999999999997,True,True
dep075,"{'name': 'dep075', 'n_rows': 1000000, 'zipf_s': 0.0, 'dep_strength': 0.75, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.001156132587174843, 'pg_stats': {'heap_bytes': 117178368, 'total_bytes': 117235712, 'reltuples': 1000000.0, 'columns': {'k_uniform': {'n_distinct': 10023.0, 'correlation': 0.0011822934}, 'k_skew': {'n_distinct': 9979.0, 'correlation': 0.0009919689}, 'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'a': {'n_distinct': 100.0, 'correlation': 0.011121137}, 'b': {'n_distinct': 100.0, 'correlation': 0.0064001177}, 'ts': {'n_distinct': -0.984906, 'correlation': 0.008992219}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0055873725}}}}",all,"{'ix_dep075_btree_skew': 7143424, 'ix_dep075_hash_skew': 35766272, 'ix_dep075_brin_skew': 24576, 'ix_dep075_a': 7004160, 'ix_dep075_b': 7004160, 'ix_dep075_ab': 7184384, 'ix_dep075_btree_ts': 22478848, 'ix_dep075_brin_ts': 24576}",3.543526800000109,True,conj_indep_a6,conj,SELECT * FROM t_dep075 WHERE a = 6 AND b = 53,,24,1000000,"{'a': 6, 'b': 53, 'variant': 'independent'}",2.4e-05,0.0265,0.021,0.036,0.0275,0.006595452979136459,"[0.033, 0.031, 0.022, 0.021, 0.036, 0.022]",bitmapscan,ix_dep075_ab,"['Bitmap Heap Scan', 'Bitmap Index Scan']",98.0,24.0,374.56,27,0,0.083,1m,0.0,0.75,0.0,2.4e-05,independent,btree_ab_composite,0.017,bitmapscan,ix_dep075,1.5588235294117645,4.083333333333333,over,0.009499999999999998,False,True
dep075,"{'name': 'dep075', 'n_rows': 1000000, 'zipf_s': 0.0, 'dep_strength': 0.75, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.001156132587174843, 'pg_stats': {'heap_bytes': 117178368, 'total_bytes': 117235712, 'reltuples': 1000000.0, 'columns': {'k_uniform': {'n_distinct': 10023.0, 'correlation': 0.0011822934}, 'k_skew': {'n_distinct': 9979.0, 'correlation': 0.0009919689}, 'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'a': {'n_distinct': 100.0, 'correlation': 0.011121137}, 'b': {'n_distinct': 100.0, 'correlation': 0.0064001177}, 'ts': {'n_distinct': -0.984906, 'correlation': 0.008992219}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0055873725}}}}",all,"{'ix_dep075_btree_skew': 7143424, 'ix_dep075_hash_skew': 35766272, 'ix_dep075_brin_skew': 24576, 'ix_dep075_a': 7004160, 'ix_dep075_b': 7004160, 'ix_dep075_ab': 7184384, 'ix_dep075_btree_ts': 22478848, 'ix_dep075_brin_ts': 24576}",3.543526800000109,True,conj_dep_a33,conj,SELECT * FROM t_dep075 WHERE a = 33 AND b = 40,,7417,1000000,"{'a': 33, 'b': 40, 'variant': 'dependent'}",0.007417,4.343999999999999,3.716,5.117,4.273499999999999,0.5157777622193497,"[5.117, 4.362, 3.739, 4.381, 4.326, 3.716]",bitmapscan,"ix_dep075_b,ix_dep075_a","['Bitmap Heap Scan', 'Bitmap Index Scan', 'Bitmap Index Scan']",7200.0,7417.0,549.82,5837,0,0.078,1m,0.0,0.75,0.0,0.007417,dependent,btree_ab_composite,2.9505,bitmapscan,ix_dep075,1.4722928317234365,1.030138888888889,accurate,1.3934999999999995,True,True
dep075,"{'name': 'dep075', 'n_rows': 1000000, 'zipf_s': 0.0, 'dep_strength': 0.75, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.001156132587174843, 'pg_stats': {'heap_bytes': 117178368, 'total_bytes': 117235712, 'reltuples': 1000000.0, 'columns': {'k_uniform': {'n_distinct': 10023.0, 'correlation': 0.0011822934}, 'k_skew': {'n_distinct': 9979.0, 'correlation': 0.0009919689}, 'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'a': {'n_distinct': 100.0, 'correlation': 0.011121137}, 'b': {'n_distinct': 100.0, 'correlation': 0.0064001177}, 'ts': {'n_distinct': -0.984906, 'correlation': 0.008992219}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0055873725}}}}",all,"{'ix_dep075_btree_skew': 7143424, 'ix_dep075_hash_skew': 35766272, 'ix_dep075_brin_skew': 24576, 'ix_dep075_a': 7004160, 'ix_dep075_b': 7004160, 'ix_dep075_ab': 7184384, 'ix_dep075_btree_ts': 22478848, 'ix_dep075_brin_ts': 24576}",3.543526800000109,True,conj_indep_a33,conj,SELECT * FROM t_dep075 WHERE a = 33 AND b = 90,,27,1000000,"{'a': 33, 'b': 90, 'variant': 'independent'}",2.7e-05,0.0155,0.015,0.025,0.017499999999999998,0.003987480407475378,"[0.025, 0.019, 0.016, 0.015, 0.015, 0.015]",bitmapscan,ix_dep075_ab,"['Bitmap Heap Scan', 'Bitmap Index Scan']",93.0,27.0,356.28,30,0,0.059,1m,0.0,0.75,0.0,2.7e-05,independent,btree_ab_composite,0.018500000000000003,bitmapscan,ix_dep075,0.8378378378378377,3.4444444444444446,over,-0.0030000000000000027,False,False
dep075,"{'name': 'dep075', 'n_rows': 1000000, 'zipf_s': 0.0, 'dep_strength': 0.75, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.001156132587174843, 'pg_stats': {'heap_bytes': 117178368, 'total_bytes': 117235712, 'reltuples': 1000000.0, 'columns': {'k_uniform': {'n_distinct': 10023.0, 'correlation': 0.0011822934}, 'k_skew': {'n_distinct': 9979.0, 'correlation': 0.0009919689}, 'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'a': {'n_distinct': 100.0, 'correlation': 0.011121137}, 'b': {'n_distinct': 100.0, 'correlation': 0.0064001177}, 'ts': {'n_distinct': -0.984906, 'correlation': 0.008992219}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0055873725}}}}",all,"{'ix_dep075_btree_skew': 7143424, 'ix_dep075_hash_skew': 35766272, 'ix_dep075_brin_skew': 24576, 'ix_dep075_a': 7004160, 'ix_dep075_b': 7004160, 'ix_dep075_ab': 7184384, 'ix_dep075_btree_ts': 22478848, 'ix_dep075_brin_ts': 24576}",3.543526800000109,True,conj_dep_a57,conj,SELECT * FROM t_dep075 WHERE a = 57 AND b = 84,,7608,1000000,"{'a': 57, 'b': 84, 'variant': 'dependent'}",0.007608,4.3805,3.65,5.222,4.377666666666666,0.5387298642795542,"[4.629, 5.222, 4.004, 3.65, 4.435, 4.326]",bitmapscan,"ix_dep075_b,ix_dep075_a","['Bitmap Heap Scan', 'Bitmap Index Scan', 'Bitmap Index Scan']",8333.0,7608.0,698.59,5986,0,0.09,1m,0.0,0.75,0.0,0.007608,dependent,btree_ab_composite,2.9955,bitmapscan,ix_dep075,1.4623602069771324,1.0952944269190326,over,1.3849999999999998,True,True
dep075,"{'name': 'dep075', 'n_rows': 1000000, 'zipf_s': 0.0, 'dep_strength': 0.75, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.001156132587174843, 'pg_stats': {'heap_bytes': 117178368, 'total_bytes': 117235712, 'reltuples': 1000000.0, 'columns': {'k_uniform': {'n_distinct': 10023.0, 'correlation': 0.0011822934}, 'k_skew': {'n_distinct': 9979.0, 'correlation': 0.0009919689}, 'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'a': {'n_distinct': 100.0, 'correlation': 0.011121137}, 'b': {'n_distinct': 100.0, 'correlation': 0.0064001177}, 'ts': {'n_distinct': -0.984906, 'correlation': 0.008992219}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0055873725}}}}",all,"{'ix_dep075_btree_skew': 7143424, 'ix_dep075_hash_skew': 35766272, 'ix_dep075_brin_skew': 24576, 'ix_dep075_a': 7004160, 'ix_dep075_b': 7004160, 'ix_dep075_ab': 7184384, 'ix_dep075_btree_ts': 22478848, 'ix_dep075_brin_ts': 24576}",3.543526800000109,True,conj_indep_a57,conj,SELECT * FROM t_dep075 WHERE a = 57 AND b = 34,,27,1000000,"{'a': 57, 'b': 34, 'variant': 'independent'}",2.7e-05,0.0245,0.017,0.028,0.02316666666666667,0.003970726214015097,"[0.028, 0.025, 0.024, 0.025, 0.02, 0.017]",bitmapscan,ix_dep075_ab,"['Bitmap Heap Scan', 'Bitmap Index Scan']",110.0,27.0,418.26,30,0,0.073,1m,0.0,0.75,0.0,2.7e-05,independent,btree_ab_composite,0.022,bitmapscan,ix_dep075,1.1136363636363638,4.074074074074074,over,0.0025000000000000022,False,False
dep075,"{'name': 'dep075', 'n_rows': 1000000, 'zipf_s': 0.0, 'dep_strength': 0.75, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.001156132587174843, 'pg_stats': {'heap_bytes': 117178368, 'total_bytes': 117235712, 'reltuples': 1000000.0, 'columns': {'k_uniform': {'n_distinct': 10023.0, 'correlation': 0.0011822934}, 'k_skew': {'n_distinct': 9979.0, 'correlation': 0.0009919689}, 'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'a': {'n_distinct': 100.0, 'correlation': 0.011121137}, 'b': {'n_distinct': 100.0, 'correlation': 0.0064001177}, 'ts': {'n_distinct': -0.984906, 'correlation': 0.008992219}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0055873725}}}}",all,"{'ix_dep075_btree_skew': 7143424, 'ix_dep075_hash_skew': 35766272, 'ix_dep075_brin_skew': 24576, 'ix_dep075_a': 7004160, 'ix_dep075_b': 7004160, 'ix_dep075_ab': 7184384, 'ix_dep075_btree_ts': 22478848, 'ix_dep075_brin_ts': 24576}",3.543526800000109,True,conj_dep_a75,conj,SELECT * FROM t_dep075 WHERE a = 75 AND b = 42,,7527,1000000,"{'a': 75, 'b': 42, 'variant': 'dependent'}",0.007527,4.0785,3.631,5.277,4.3455,0.6607113590668774,"[4.178, 3.96, 5.277, 3.979, 3.631, 5.048]",bitmapscan,"ix_dep075_b,ix_dep075_a","['Bitmap Heap Scan', 'Bitmap Index Scan', 'Bitmap Index Scan']",7633.0,7527.0,607.47,5889,0,0.094,1m,0.0,0.75,0.0,0.007527,dependent,btree_ab_composite,2.9875,bitmapscan,ix_dep075,1.3651882845188286,1.0140826358442938,accurate,1.0910000000000002,True,True
dep075,"{'name': 'dep075', 'n_rows': 1000000, 'zipf_s': 0.0, 'dep_strength': 0.75, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.001156132587174843, 'pg_stats': {'heap_bytes': 117178368, 'total_bytes': 117235712, 'reltuples': 1000000.0, 'columns': {'k_uniform': {'n_distinct': 10023.0, 'correlation': 0.0011822934}, 'k_skew': {'n_distinct': 9979.0, 'correlation': 0.0009919689}, 'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'a': {'n_distinct': 100.0, 'correlation': 0.011121137}, 'b': {'n_distinct': 100.0, 'correlation': 0.0064001177}, 'ts': {'n_distinct': -0.984906, 'correlation': 0.008992219}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0055873725}}}}",all,"{'ix_dep075_btree_skew': 7143424, 'ix_dep075_hash_skew': 35766272, 'ix_dep075_brin_skew': 24576, 'ix_dep075_a': 7004160, 'ix_dep075_b': 7004160, 'ix_dep075_ab': 7184384, 'ix_dep075_btree_ts': 22478848, 'ix_dep075_brin_ts': 24576}",3.543526800000109,True,conj_indep_a75,conj,SELECT * FROM t_dep075 WHERE a = 75 AND b = 92,,26,1000000,"{'a': 75, 'b': 92, 'variant': 'independent'}",2.6e-05,0.0155,0.014,0.025,0.017166666666666667,0.004070217029430577,"[0.025, 0.018, 0.016, 0.015, 0.015, 0.014]",bitmapscan,ix_dep075_ab,"['Bitmap Heap Scan', 'Bitmap Index Scan']",103.0,26.0,392.8,29,0,0.063,1m,0.0,0.75,0.0,2.6e-05,independent,btree_ab_composite,0.016,bitmapscan,ix_dep075,0.96875,3.9615384615384617,over,-0.0005000000000000004,False,False
