dataset,dataset_spec,dataset_meta,arm,arm_index_bytes,arm_build_seconds,ext_stats,qid,family,sql,target_selectivity,true_rows,n_rows,params,achieved_selectivity,exec_ms_median,exec_ms_min,exec_ms_max,exec_ms_mean,exec_ms_stdev,runs,access_path,indexes_used,node_types,est_rows,actual_rows,total_cost,shared_hit,shared_read,planning_time_ms,scale,zipf_s,dep_strength,physical_corr,selectivity,variant,best_arm,best_ms,best_access_path,best_indexes,regret,q_error,direction,ms_lost,reliable,misselected
skew10,"{'name': 'skew10', 'n_rows': 1000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': 0.002379582322756728, 'pg_stats': {'heap_bytes': 117243904, 'total_bytes': 117301248, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9954.0, 'correlation': -0.00658783}, 'a': {'n_distinct': 100.0, 'correlation': 0.0012276589}, 'k_skew': {'n_distinct': 5959.0, 'correlation': 0.0060067778}, 'b': {'n_distinct': 100.0, 'correlation': 0.011110081}, 'ts': {'n_distinct': -0.993476, 'correlation': 0.01361477}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0026814037}}}}",all_no_brin,"{'ix_skew10_btree_skew': 7217152, 'ix_skew10_hash_skew': 42237952, 'ix_skew10_a': 7004160, 'ix_skew10_b': 7004160, 'ix_skew10_ab': 7135232, 'ix_skew10_btree_ts': 22478848}",4.464829500000633,False,tsrange_0.001,ts_range,SELECT * FROM t_skew10 WHERE ts BETWEEN 1577836863 AND 1577985919,0.001,1000,1000000,"{'lo': 1577836863, 'hi': 1577985919}",0.001,0.36,0.336,0.543,0.39733333333333337,0.08268897548444211,"[0.543, 0.446, 0.378, 0.342, 0.339, 0.336]",bitmapscan,ix_skew10_btree_ts,"['Bitmap Heap Scan', 'Bitmap Index Scan']",974.0,1000.0,3080.0,981,0,0.059,1m,1.0,0.0,0.0,0.001,,btree_ts,0.378,bitmapscan,ix_skew10,0.9523809523809523,1.0266940451745379,accurate,-0.018000000000000016,False,False
skew10,"{'name': 'skew10', 'n_rows': 1000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': 0.002379582322756728, 'pg_stats': {'heap_bytes': 117243904, 'total_bytes': 117301248, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9954.0, 'correlation': -0.00658783}, 'a': {'n_distinct': 100.0, 'correlation': 0.0012276589}, 'k_skew': {'n_distinct': 5959.0, 'correlation': 0.0060067778}, 'b': {'n_distinct': 100.0, 'correlation': 0.011110081}, 'ts': {'n_distinct': -0.993476, 'correlation': 0.01361477}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0026814037}}}}",all_no_brin,"{'ix_skew10_btree_skew': 7217152, 'ix_skew10_hash_skew': 42237952, 'ix_skew10_a': 7004160, 'ix_skew10_b': 7004160, 'ix_skew10_ab': 7135232, 'ix_skew10_btree_ts': 22478848}",4.464829500000633,False,range_0.01,range,SELECT * FROM t_skew10 WHERE k_skew BETWEEN 348 AND 383,0.01,10000,1000000,"{'lo': 348, 'hi': 383}",0.01,3.7525,3.504,4.468,3.849833333333333,0.3628280125164906,"[4.468, 4.07, 3.552, 3.504, 3.766, 3.739]",bitmapscan,ix_skew10_btree_skew,"['Bitmap Heap Scan', 'Bitmap Index Scan']",10031.0,10000.0,13947.87,7238,0,0.051,1m,1.0,0.0,0.0,0.01,,btree_skew,3.7984999999999998,bitmapscan,ix_skew10,0.9878899565618008,1.0031,accurate,-0.04599999999999982,True,False
skew10,"{'name': 'skew10', 'n_rows': 1000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': 0.002379582322756728, 'pg_stats': {'heap_bytes': 117243904, 'total_bytes': 117301248, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9954.0, 'correlation': -0.00658783}, 'a': {'n_distinct': 100.0, 'correlation': 0.0012276589}, 'k_skew': {'n_distinct': 5959.0, 'correlation': 0.0060067778}, 'b': {'n_distinct': 100.0, 'correlation': 0.011110081}, 'ts': {'n_distinct': -0.993476, 'correlation': 0.01361477}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0026814037}}}}",all_no_brin,"{'ix_skew10_btree_skew': 7217152, 'ix_skew10_hash_skew': 42237952, 'ix_skew10_a': 7004160, 'ix_skew10_b': 7004160, 'ix_skew10_ab': 7135232, 'ix_skew10_btree_ts': 22478848}",4.464829500000633,False,tsrange_0.01,ts_range,SELECT * FROM t_skew10 WHERE ts BETWEEN 1577836863 AND 1579391882,0.01,10000,1000000,"{'lo': 1577836863, 'hi': 1579391882}",0.01,3.9725,3.854,4.733,4.133333333333334,0.3494794223794393,"[4.006, 3.854, 4.378, 4.733, 3.939, 3.89]",bitmapscan,ix_skew10_btree_ts,"['Bitmap Heap Scan', 'Bitmap Index Scan']",10158.0,10000.0,14079.61,7284,0,0.07,1m,1.0,0.0,0.0,0.01,,btree_ts,3.819,bitmapscan,ix_skew10,1.0401937680020947,1.0158,accurate,0.1535000000000002,True,False
skew10,"{'name': 'skew10', 'n_rows': 1000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': 0.002379582322756728, 'pg_stats': {'heap_bytes': 117243904, 'total_bytes': 117301248, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9954.0, 'correlation': -0.00658783}, 'a': {'n_distinct': 100.0, 'correlation': 0.0012276589}, 'k_skew': {'n_distinct': 5959.0, 'correlation': 0.0060067778}, 'b': {'n_distinct': 100.0, 'correlation': 0.011110081}, 'ts': {'n_distinct': -0.993476, 'correlation': 0.01361477}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0026814037}}}}",all_no_brin,"{'ix_skew10_btree_skew': 7217152, 'ix_skew10_hash_skew': 42237952, 'ix_skew10_a': 7004160, 'ix_skew10_b': 7004160, 'ix_skew10_ab': 7135232, 'ix_skew10_btree_ts': 22478848}",4.464829500000633,False,range_0.05,range,SELECT * FROM t_skew10 WHERE k_skew BETWEEN 198 AND 321,0.05,50000,1000000,"{'lo': 198, 'hi': 321}",0.05,11.0295,10.575,11.352,11.007,0.26724745087652413,"[10.871, 11.041, 11.185, 11.352, 11.018, 10.575]",bitmapscan,ix_skew10_btree_skew,"['Bitmap Heap Scan', 'Bitmap Index Scan']",49512.0,50000.0,15738.6,13940,0,0.067,1m,1.0,0.0,0.0,0.05,,btree_skew,10.8105,bitmapscan,ix_skew10,1.0202580824198697,1.0098561964776216,accurate,0.2190000000000012,True,False
skew10,"{'name': 'skew10', 'n_rows': 1000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': 0.002379582322756728, 'pg_stats': {'heap_bytes': 117243904, 'total_bytes': 117301248, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9954.0, 'correlation': -0.00658783}, 'a': {'n_distinct': 100.0, 'correlation': 0.0012276589}, 'k_skew': {'n_distinct': 5959.0, 'correlation': 0.0060067778}, 'b': {'n_distinct': 100.0, 'correlation': 0.011110081}, 'ts': {'n_distinct': -0.993476, 'correlation': 0.01361477}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0026814037}}}}",all_no_brin,"{'ix_skew10_btree_skew': 7217152, 'ix_skew10_hash_skew': 42237952, 'ix_skew10_a': 7004160, 'ix_skew10_b': 7004160, 'ix_skew10_ab': 7135232, 'ix_skew10_btree_ts': 22478848}",4.464829500000633,False,tsrange_0.05,ts_range,SELECT * FROM t_skew10 WHERE ts BETWEEN 1577836863 AND 1585651523,0.05,50000,1000000,"{'lo': 1577836863, 'hi': 1585651523}",0.05,11.5055,11.245,11.714,11.499,0.15129705879494196,"[11.547, 11.477, 11.485, 11.714, 11.526, 11.245]",bitmapscan,ix_skew10_btree_ts,"['Bitmap Heap Scan', 'Bitmap Index Scan']",50001.0,50000.0,16126.95,14052,0,0.079,1m,1.0,0.0,0.0,0.05,,btree_ts,10.975,bitmapscan,ix_skew10,1.0483371298405466,1.00002,accurate,0.5305,True,False
skew10,"{'name': 'skew10', 'n_rows': 1000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': 0.002379582322756728, 'pg_stats': {'heap_bytes': 117243904, 'total_bytes': 117301248, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9954.0, 'correlation': -0.00658783}, 'a': {'n_distinct': 100.0, 'correlation': 0.0012276589}, 'k_skew': {'n_distinct': 5959.0, 'correlation': 0.0060067778}, 'b': {'n_distinct': 100.0, 'correlation': 0.011110081}, 'ts': {'n_distinct': -0.993476, 'correlation': 0.01361477}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0026814037}}}}",all_no_brin,"{'ix_skew10_btree_skew': 7217152, 'ix_skew10_hash_skew': 42237952, 'ix_skew10_a': 7004160, 'ix_skew10_b': 7004160, 'ix_skew10_ab': 7135232, 'ix_skew10_btree_ts': 22478848}",4.464829500000633,False,range_0.1,range,SELECT * FROM t_skew10 WHERE k_skew BETWEEN 90 AND 237,0.1,100000,1000000,"{'lo': 90, 'hi': 237}",0.1,15.275500000000001,15.0,15.87,15.332666666666666,0.33954891645632795,"[15.87, 15.57, 15.005, 15.217, 15.0, 15.334]",bitmapscan,ix_skew10_btree_skew,"['Bitmap Heap Scan', 'Bitmap Index Scan']",97363.0,100000.0,17114.84,14371,0,0.078,1m,1.0,0.0,0.0,0.1,,btree_skew,15.082,bitmapscan,ix_skew10,1.0128298634133404,1.02708421063443,accurate,0.19350000000000023,True,False
skew10,"{'name': 'skew10', 'n_rows': 1000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': 0.002379582322756728, 'pg_stats': {'heap_bytes': 117243904, 'total_bytes': 117301248, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9954.0, 'correlation': -0.00658783}, 'a': {'n_distinct': 100.0, 'correlation': 0.0012276589}, 'k_skew': {'n_distinct': 5959.0, 'correlation': 0.0060067778}, 'b': {'n_distinct': 100.0, 'correlation': 0.011110081}, 'ts': {'n_distinct': -0.993476, 'correlation': 0.01361477}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0026814037}}}}",all_no_brin,"{'ix_skew10_btree_skew': 7217152, 'ix_skew10_hash_skew': 42237952, 'ix_skew10_a': 7004160, 'ix_skew10_b': 7004160, 'ix_skew10_ab': 7135232, 'ix_skew10_btree_ts': 22478848}",4.464829500000633,False,tsrange_0.1,ts_range,SELECT * FROM t_skew10 WHERE ts BETWEEN 1577836863 AND 1593543596,0.1,100000,1000000,"{'lo': 1577836863, 'hi': 1593543596}",0.1,16.182499999999997,15.903,16.466,16.1895,0.23863340084740842,"[16.466, 16.099, 16.266, 16.438, 15.903, 15.965]",bitmapscan,ix_skew10_btree_ts,"['Bitmap Heap Scan', 'Bitmap Index Scan']",100945.0,100000.0,17969.29,14555,0,0.081,1m,1.0,0.0,0.0,0.1,,btree_ts,15.978,bitmapscan,ix_skew10,1.0127988484165726,1.00945,accurate,0.20449999999999768,True,False
skew10,"{'name': 'skew10', 'n_rows': 1000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': 0.002379582322756728, 'pg_stats': {'heap_bytes': 117243904, 'total_bytes': 117301248, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9954.0, 'correlation': -0.00658783}, 'a': {'n_distinct': 100.0, 'correlation': 0.0012276589}, 'k_skew': {'n_distinct': 5959.0, 'correlation': 0.0060067778}, 'b': {'n_distinct': 100.0, 'correlation': 0.011110081}, 'ts': {'n_distinct': -0.993476, 'correlation': 0.01361477}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0026814037}}}}",all_no_brin,"{'ix_skew10_btree_skew': 7217152, 'ix_skew10_hash_skew': 42237952, 'ix_skew10_a': 7004160, 'ix_skew10_b': 7004160, 'ix_skew10_ab': 7135232, 'ix_skew10_btree_ts': 22478848}",4.464829500000633,False,range_0.2,range,SELECT * FROM t_skew10 WHERE k_skew BETWEEN 167 AND 1179,0.2,200000,1000000,"{'lo': 167, 'hi': 1179}",0.2,22.7585,22.361,23.223,22.812833333333334,0.34885034995921427,"[22.914, 22.603, 22.596, 23.223, 23.18, 22.361]",bitmapscan,ix_skew10_btree_skew,"['Bitmap Heap Scan', 'Bitmap Index Scan']",199834.0,200000.0,20066.23,14462,0,0.066,1m,1.0,0.0,0.0,0.2,,btree_skew,22.4185,bitmapscan,ix_skew10,1.015166045899592,1.000830689472262,accurate,0.33999999999999986,True,False
skew10,"{'name': 'skew10', 'n_rows': 1000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': 0.002379582322756728, 'pg_stats': {'heap_bytes': 117243904, 'total_bytes': 117301248, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9954.0, 'correlation': -0.00658783}, 'a': {'n_distinct': 100.0, 'correlation': 0.0012276589}, 'k_skew': {'n_distinct': 5959.0, 'correlation': 0.0060067778}, 'b': {'n_distinct': 100.0, 'correlation': 0.011110081}, 'ts': {'n_distinct': -0.993476, 'correlation': 0.01361477}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0026814037}}}}",all_no_brin,"{'ix_skew10_btree_skew': 7217152, 'ix_skew10_hash_skew': 42237952, 'ix_skew10_a': 7004160, 'ix_skew10_b': 7004160, 'ix_skew10_ab': 7135232, 'ix_skew10_btree_ts': 22478848}",4.464829500000633,False,tsrange_0.2,ts_range,SELECT * FROM t_skew10 WHERE ts BETWEEN 1577836863 AND 1609321657,0.2,200000,1000000,"{'lo': 1577836863, 'hi': 1609321657}",0.2,24.419,24.144,24.93,24.503500000000003,0.3018567541069774,"[24.306, 24.392, 24.803, 24.144, 24.93, 24.446]",bitmapscan,ix_skew10_btree_ts,"['Bitmap Heap Scan', 'Bitmap Index Scan']",198452.0,200000.0,21503.34,14835,0,0.08,1m,1.0,0.0,0.0,0.2,,btree_ts,24.282,bitmapscan,ix_skew10,1.0056420393707273,1.0078003749017395,accurate,0.13700000000000045,True,False
skew10,"{'name': 'skew10', 'n_rows': 1000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': 0.002379582322756728, 'pg_stats': {'heap_bytes': 117243904, 'total_bytes': 117301248, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9954.0, 'correlation': -0.00658783}, 'a': {'n_distinct': 100.0, 'correlation': 0.0012276589}, 'k_skew': {'n_distinct': 5959.0, 'correlation': 0.0060067778}, 'b': {'n_distinct': 100.0, 'correlation': 0.011110081}, 'ts': {'n_distinct': -0.993476, 'correlation': 0.01361477}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0026814037}}}}",all_no_brin,"{'ix_skew10_btree_skew': 7217152, 'ix_skew10_hash_skew': 42237952, 'ix_skew10_a': 7004160, 'ix_skew10_b': 7004160, 'ix_skew10_ab': 7135232, 'ix_skew10_btree_ts': 22478848}",4.464829500000633,False,range_0.5,range,SELECT * FROM t_skew10 WHERE k_skew BETWEEN 41 AND 5372,0.5,500000,1000000,"{'lo': 41, 'hi': 5372}",0.5,38.876,38.386,38.977,38.78366666666667,0.23810137896842615,"[38.977, 38.619, 38.946, 38.386, 38.968, 38.806]",bitmapscan,ix_skew10_btree_skew,"['Bitmap Heap Scan', 'Bitmap Index Scan']",499249.0,500000.0,28678.46,14727,0,0.078,1m,1.0,0.0,0.0,0.5,,btree_skew,38.196,bitmapscan,ix_skew10,1.0178029112996125,1.0015042593976151,accurate,0.6799999999999997,True,False
skew10,"{'name': 'skew10', 'n_rows': 1000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': 0.002379582322756728, 'pg_stats': {'heap_bytes': 117243904, 'total_bytes': 117301248, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9954.0, 'correlation': -0.00658783}, 'a': {'n_distinct': 100.0, 'correlation': 0.0012276589}, 'k_skew': {'n_distinct': 5959.0, 'correlation': 0.0060067778}, 'b': {'n_distinct': 100.0, 'correlation': 0.011110081}, 'ts': {'n_distinct': -0.993476, 'correlation': 0.01361477}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0026814037}}}}",all_no_brin,"{'ix_skew10_btree_skew': 7217152, 'ix_skew10_hash_skew': 42237952, 'ix_skew10_a': 7004160, 'ix_skew10_b': 7004160, 'ix_skew10_ab': 7135232, 'ix_skew10_btree_ts': 22478848}",4.464829500000633,False,tsrange_0.5,ts_range,SELECT * FROM t_skew10 WHERE ts BETWEEN 1577836863 AND 1656722719,0.5,500000,1000000,"{'lo': 1577836863, 'hi': 1656722719}",0.5,62.304,61.682,63.292,62.3655,0.5262055681955486,"[62.385, 63.292, 62.223, 62.43, 61.682, 62.181]",seqscan,,['Seq Scan'],503057.0,500000.0,29312.0,14312,0,0.077,1m,1.0,0.0,0.0,0.5,,btree_ts,61.587999999999994,seqscan,,1.0116256413587064,1.006114,accurate,0.7160000000000082,True,False
skew10,"{'name': 'skew10', 'n_rows': 1000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': 0.002379582322756728, 'pg_stats': {'heap_bytes': 117243904, 'total_bytes': 117301248, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9954.0, 'correlation': -0.00658783}, 'a': {'n_distinct': 100.0, 'correlation': 0.0012276589}, 'k_skew': {'n_distinct': 5959.0, 'correlation': 0.0060067778}, 'b': {'n_distinct': 100.0, 'correlation': 0.011110081}, 'ts': {'n_distinct': -0.993476, 'correlation': 0.01361477}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0026814037}}}}",all_no_brin,"{'ix_skew10_btree_skew': 7217152, 'ix_skew10_hash_skew': 42237952, 'ix_skew10_a': 7004160, 'ix_skew10_b': 7004160, 'ix_skew10_ab': 7135232, 'ix_skew10_btree_ts': 22478848}",4.464829500000633,False,conj_dep_a7,conj,SELECT * FROM t_skew10 WHERE a = 7 AND b = 34,,96,1000000,"{'a': 7, 'b': 34, 'variant': 'dependent'}",9.6e-05,0.0455,0.039,0.06,0.04699999999999999,0.006957010852370434,"[0.06, 0.047, 0.045, 0.046, 0.045, 0.039]",bitmapscan,ix_skew10_ab,"['Bitmap Heap Scan', 'Bitmap Index Scan']",99.0,96.0,378.22,99,0,0.047,1m,1.0,0.0,0.0,9.6e-05,dependent,btree_ab_composite,0.038,bitmapscan,ix_skew10,1.1973684210526316,1.03125,accurate,0.0075,False,False
skew10,"{'name': 'skew10', 'n_rows': 1000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': 0.002379582322756728, 'pg_stats': {'heap_bytes': 117243904, 'total_bytes': 117301248, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9954.0, 'correlation': -0.00658783}, 'a': {'n_distinct': 100.0, 'correlation': 0.0012276589}, 'k_skew': {'n_distinct': 5959.0, 'correlation': 0.0060067778}, 'b': {'n_distinct': 100.0, 'correlation': 0.011110081}, 'ts': {'n_distinct': -0.993476, 'correlation': 0.01361477}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0026814037}}}}",all_no_brin,"{'ix_skew10_btree_skew': 7217152, 'ix_skew10_hash_skew': 42237952, 'ix_skew10_a': 7004160, 'ix_skew10_b': 7004160, 'ix_skew10_ab': 7135232, 'ix_skew10_btree_ts': 22478848}",4.464829500000633,False,conj_indep_a7,conj,SELECT * FROM t_skew10 WHERE a = 7 AND b = 84,,109,1000000,"{'a': 7, 'b': 84, 'variant': 'independent'}",0.000109,0.044,0.037,0.063,0.04733333333333334,0.010801234497346435,"[0.063, 0.038, 0.037, 0.058, 0.046, 0.042]",bitmapscan,ix_skew10_ab,"['Bitmap Heap Scan', 'Bitmap Index Scan']",97.0,109.0,370.92,112,0,0.03,1m,1.0,0.0,0.0,0.000109,independent,btree_ab_composite,0.0445,bitmapscan,ix_skew10,0.9887640449438202,1.1237113402061856,under,-0.0005000000000000004,False,False
skew10,"{'name': 'skew10', 'n_rows': 1000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': 0.002379582322756728, 'pg_stats': {'heap_bytes': 117243904, 'total_bytes': 117301248, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9954.0, 'correlation': -0.00658783}, 'a': {'n_distinct': 100.0, 'correlation': 0.0012276589}, 'k_skew': {'n_distinct': 5959.0, 'correlation': 0.0060067778}, 'b': {'n_distinct': 100.0, 'correlation': 0.011110081}, 'ts': {'n_distinct': -0.993476, 'correlation': 0.01361477}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0026814037}}}}",all_no_brin,"{'ix_skew10_btree_skew': 7217152, 'ix_skew10_hash_skew': 42237952, 'ix_skew10_a': 7004160, 'ix_skew10_b': 7004160, 'ix_skew10_ab': 7135232, 'ix_skew10_btree_ts': 22478848}",4.464829500000633,False,conj_dep_a44,conj,SELECT * FROM t_skew10 WHERE a = 44 AND b = 81,,85,1000000,"{'a': 44, 'b': 81, 'variant': 'dependent'}",8.5e-05,0.033,0.029,0.062,0.0385,0.012692517480783707,"[0.062, 0.044, 0.033, 0.033, 0.03, 0.029]",bitmapscan,ix_skew10_ab,"['Bitmap Heap Scan', 'Bitmap Index Scan']",106.0,85.0,403.73,88,0,0.044,1m,1.0,0.0,0.0,8.5e-05,dependent,btree_ab_composite,0.034,bitmapscan,ix_skew10,0.9705882352941176,1.2470588235294118,over,-0.0010000000000000009,False,False
skew10,"{'name': 'skew10', 'n_rows': 1000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': 0.002379582322756728, 'pg_stats': {'heap_bytes': 117243904, 'total_bytes': 117301248, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9954.0, 'correlation': -0.00658783}, 'a': {'n_distinct': 100.0, 'correlation': 0.0012276589}, 'k_skew': {'n_distinct': 5959.0, 'correlation': 0.0060067778}, 'b': {'n_distinct': 100.0, 'correlation': 0.011110081}, 'ts': {'n_distinct': -0.993476, 'correlation': 0.01361477}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0026814037}}}}",all_no_brin,"{'ix_skew10_btree_skew': 7217152, 'ix_skew10_hash_skew': 42237952, 'ix_skew10_a': 7004160, 'ix_skew10_b': 7004160, 'ix_skew10_ab': 7135232, 'ix_skew10_btree_ts': 22478848}",4.464829500000633,False,conj_indep_a44,conj,SELECT * FROM t_skew10 WHERE a = 44 AND b = 31,,97,1000000,"{'a': 44, 'b': 31, 'variant': 'independent'}",9.7e-05,0.04,0.032,0.064,0.043666666666666666,0.012225656083281038,"[0.064, 0.052, 0.042, 0.038, 0.034, 0.032]",bitmapscan,ix_skew10_ab,"['Bitmap Heap Scan', 'Bitmap Index Scan']",107.0,97.0,407.37,97,0,0.035,1m,1.0,0.0,0.0,9.7e-05,independent,btree_ab_composite,0.0335,bitmapscan,ix_skew10,1.1940298507462686,1.1030927835051547,over,0.006499999999999999,False,False
skew10,"{'name': 'skew10', 'n_rows': 1000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': 0.002379582322756728, 'pg_stats': {'heap_bytes': 117243904, 'total_bytes': 117301248, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9954.0, 'correlation': -0.00658783}, 'a': {'n_distinct': 100.0, 'correlation': 0.0012276589}, 'k_skew': {'n_distinct': 5959.0, 'correlation': 0.0060067778}, 'b': {'n_distinct': 100.0, 'correlation': 0.011110081}, 'ts': {'n_distinct': -0.993476, 'correlation': 0.01361477}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0026814037}}}}",all_no_brin,"{'ix_skew10_btree_skew': 7217152, 'ix_skew10_hash_skew': 42237952, 'ix_skew10_a': 7004160, 'ix_skew10_b': 7004160, 'ix_skew10_ab': 7135232, 'ix_skew10_btree_ts': 22478848}",4.464829500000633,False,conj_dep_a46,conj,SELECT * FROM t_skew10 WHERE a = 46 AND b = 43,,91,1000000,"{'a': 46, 'b': 43, 'variant': 'dependent'}",9.1e-05,0.0305,0.03,0.055,0.034666666666666665,0.009993331109628394,"[0.055, 0.032, 0.031, 0.03, 0.03, 0.03]",bitmapscan,ix_skew10_ab,"['Bitmap Heap Scan', 'Bitmap Index Scan']",111.0,91.0,421.9,93,0,0.031,1m,1.0,0.0,0.0,9.1e-05,dependent,btree_ab_composite,0.036500000000000005,bitmapscan,ix_skew10,0.8356164383561643,1.2197802197802199,over,-0.006000000000000005,False,False
